name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
The Stronghold of Mastersley,Wrothgarian Mountains,123048,62632,961,10,DungeonKeep,DungeonKeep,961.3125,-9.6875,961.5,-10.5,Mine
Ruins of Greenwing Orchard,Wrothgarian Mountains,126376,62632,987,10,DungeonRuin,DungeonRuin,987.3125,-9.6875,987.5,-10.5,DragonsDen
Reywark,Wrothgarian Mountains,78848,62480,616,11,TownCity,TownCity,616,-10.875,616.5,-11.5,
The Ysyvyra Tradition,Wrothgarian Mountains,80168,62504,626,11,DungeonLabyrinth,DungeonLabyrinth,626.3125,-10.6875,626.5,-11.5,Coven
The Grotto of Sahith,Wrothgarian Mountains,82600,62504,645,11,DungeonLabyrinth,DungeonLabyrinth,645.3125,-10.6875,645.5,-11.5,NaturalCave
Hawksmith Manor,Wrothgarian Mountains,91560,62504,715,11,HomeWealthy,HomeWealthy,715.3125,-10.6875,715.5,-11.5,
Hawksmith Manor,Ykalon,45608,63784,356,1,HomeWealthy,HomeWealthy,356.3125,-0.6875,356.5,-1.5,
Hawksmith Manor,Glenumbra Moors,9128,51496,71,97,HomeWealthy,HomeWealthy,71.3125,-96.6875,71.5,-97.5,
Ruins of Tower Moorsley,Wrothgarian Mountains,122280,62504,955,11,DungeonRuin,DungeonRuin,955.3125,-10.6875,955.5,-11.5,OrcStronghold
Old Ysyssa's Place,Wrothgarian Mountains,125864,62504,983,11,HomePoor,HomePoor,983.3125,-10.6875,983.5,-11.5,
Ruins of Gaerwing Manor,Wrothgarian Mountains,79528,62376,621,12,DungeonRuin,DungeonRuin,621.3125,-11.6875,621.5,-12.5,VolcanicCaves
The Convocation of Chrystara,Wrothgarian Mountains,81320,62376,635,12,DungeonLabyrinth,DungeonLabyrinth,635.3125,-11.6875,635.5,-12.5,BarbarianStronghold
Ruins of The Gaerwing Farmstead,Wrothgarian Mountains,83240,62376,650,12,DungeonRuin,DungeonRuin,650.3125,-11.6875,650.5,-12.5,Mine
The Hold of Moorham,Wrothgarian Mountains,102184,62376,798,12,DungeonKeep,DungeonKeep,798.3125,-11.6875,798.5,-12.5,Mine
Buckingwing Grange,Wrothgarian Mountains,103592,62376,809,12,HomeFarms,HomeFarms,809.3125,-11.6875,809.5,-12.5,
Fearful Redeemer of Kynareth,Wrothgarian Mountains,106408,62376,831,12,ReligionTemple,ReligionTemple,831.3125,-11.6875,831.5,-12.5,
Fearful Redeemer of Kynareth,Daggerfall,26792,38568,209,198,ReligionTemple,ReligionTemple,209.3125,-197.6875,209.5,-198.5,
Infinite Omen of Kynareth,Wrothgarian Mountains,108456,62376,847,12,ReligionTemple,ReligionTemple,847.3125,-11.6875,847.5,-12.5,
Infinite Omen of Kynareth,Daggerfall,20776,41000,162,179,ReligionTemple,ReligionTemple,162.3125,-178.6875,162.5,-179.5,
Ruins of The Yeomham Cabin,Wrothgarian Mountains,118440,62376,925,12,DungeonRuin,DungeonRuin,925.3125,-11.6875,925.5,-12.5,Mine
The Graves of Hawkhouse,Wrothgarian Mountains,118952,62376,929,12,Graveyard,Graveyard,929.3125,-11.6875,929.5,-12.5,Cemetery
Grayford,Wrothgarian Mountains,119720,62368,935,12,TownVillage,TownVillage,935.3125,-11.75,935.5,-12.5,
The Moorton Cabin,Wrothgarian Mountains,121768,62376,951,12,HomePoor,HomePoor,951.3125,-11.6875,951.5,-12.5,
The Moorton Cabin,Wayrest,111912,32424,874,246,HomePoor,HomePoor,874.3125,-245.6875,874.5,-246.5,
The Old Yeomfield Shack,Wrothgarian Mountains,78376,62248,612,13,HomePoor,HomePoor,612.3125,-12.6875,612.5,-13.5,
Knightswych,Wrothgarian Mountains,89360,62232,698,13,TownHamlet,TownHamlet,698.125,-12.8125,698.5,-13.5,
The White Barbarian Pub,Wrothgarian Mountains,89640,62248,700,13,Tavern,Tavern,700.3125,-12.6875,700.5,-13.5,
The Tombs of Moorfield,Wrothgarian Mountains,91560,62248,715,13,Graveyard,Graveyard,715.3125,-12.6875,715.5,-13.5,Cemetery
Wailing Relic of Kynareth,Wrothgarian Mountains,92968,62248,726,13,ReligionTemple,ReligionTemple,726.3125,-12.6875,726.5,-13.5,
Wailing Relic of Kynareth,Daggerfall,35752,36648,279,213,ReligionTemple,ReligionTemple,279.3125,-212.6875,279.5,-213.5,
The Vault of Darkovan,Wrothgarian Mountains,95016,62248,742,13,DungeonLabyrinth,DungeonLabyrinth,742.3125,-12.6875,742.5,-13.5,Crypt
Woodhouse's Hold,Wrothgarian Mountains,101160,62248,790,13,DungeonKeep,DungeonKeep,790.3125,-12.6875,790.5,-13.5,NaturalCave
The Devil's Scorpion Lodge,Wrothgarian Mountains,102568,62248,801,13,Tavern,Tavern,801.3125,-12.6875,801.5,-13.5,
Burning Omen of Kynareth,Wrothgarian Mountains,104616,62248,817,13,ReligionTemple,ReligionTemple,817.3125,-12.6875,817.5,-13.5,
Burning Omen of Kynareth,Daggerfall,29352,37928,229,203,ReligionTemple,ReligionTemple,229.3125,-202.6875,229.5,-203.5,
The Buckinghart Farmstead,Wrothgarian Mountains,105768,62248,826,13,HomeFarms,HomeFarms,826.3125,-12.6875,826.5,-13.5,
The Buckinghart Farmstead,Anticlere,49704,42536,388,167,HomeFarms,HomeFarms,388.3125,-166.6875,388.5,-167.5,
The Buckinghart Farmstead,Kambria,71720,51880,560,94,HomeFarms,HomeFarms,560.3125,-93.6875,560.5,-94.5,
The Buckinghart Farmstead,Shalgora,41000,38440,320,199,HomeFarms,HomeFarms,320.3125,-198.6875,320.5,-199.5,
Castle Coppercroft,Wrothgarian Mountains,109224,62248,853,13,DungeonKeep,DungeonKeep,853.3125,-12.6875,853.5,-13.5,NaturalCave
Castle Coppercroft,Wrothgarian Mountains,109224,62248,853,13,DungeonKeep,DungeonKeep,853.3125,-12.6875,853.5,-13.5,Laboratory
Castle Coppercroft,Alcaire,91432,50600,714,104,DungeonKeep,DungeonKeep,714.3125,-103.6875,714.5,-104.5,NaturalCave
Castle Coppercroft,Alcaire,91432,50600,714,104,DungeonKeep,DungeonKeep,714.3125,-103.6875,714.5,-104.5,Laboratory
Old Barbayne's Place,Wrothgarian Mountains,110504,62248,863,13,HomePoor,HomePoor,863.3125,-12.6875,863.5,-13.5,
Crossford,Wrothgarian Mountains,112408,62232,878,13,TownHamlet,TownHamlet,878.1875,-12.8125,878.5,-13.5,
Old Belladorya's Place,Wrothgarian Mountains,114088,62248,891,13,HomePoor,HomePoor,891.3125,-12.6875,891.5,-13.5,
The Sahilitherullah Cave,Wrothgarian Mountains,114984,62248,898,13,DungeonLabyrinth,DungeonLabyrinth,898.3125,-12.6875,898.5,-13.5,NaturalCave
Ruins of Greenwing Grange,Wrothgarian Mountains,116776,62248,912,13,DungeonRuin,DungeonRuin,912.3125,-12.6875,912.5,-13.5,NaturalCave
The Dwarf and Fawn Lodge,Wrothgarian Mountains,117544,62248,918,13,Tavern,Tavern,918.3125,-12.6875,918.5,-13.5,
The Hole of Homunebrotha,Wrothgarian Mountains,119208,62248,931,13,DungeonLabyrinth,DungeonLabyrinth,931.3125,-12.6875,931.5,-13.5,VolcanicCaves
The Dispogul Grotto,Wrothgarian Mountains,121000,62248,945,13,DungeonLabyrinth,DungeonLabyrinth,945.3125,-12.6875,945.5,-13.5,NaturalCave
The Hawkhart Farmstead,Wrothgarian Mountains,82216,62120,642,14,HomeFarms,HomeFarms,642.3125,-13.6875,642.5,-14.5,
The Hawkhart Farmstead,Daggerfall,32424,40488,253,183,HomeFarms,HomeFarms,253.3125,-182.6875,253.5,-183.5,
The Hawkhart Farmstead,Wayrest,120232,34728,939,228,HomeFarms,HomeFarms,939.3125,-227.6875,939.5,-228.5,
The Hawkhart Farmstead,Alcaire,95144,47912,743,125,HomeFarms,HomeFarms,743.3125,-124.6875,743.5,-125.5,
The Hawkhart Farmstead,Urvaius,53416,49704,417,111,HomeFarms,HomeFarms,417.3125,-110.6875,417.5,-111.5,
Infinite Light of Kynareth,Wrothgarian Mountains,82984,62120,648,14,ReligionTemple,ReligionTemple,648.3125,-13.6875,648.5,-14.5,
Woodwing Hall,Wrothgarian Mountains,84264,62120,658,14,HomeWealthy,HomeWealthy,658.3125,-13.6875,658.5,-14.5,
Woodwing Hall,Wayrest,117800,37160,920,209,HomeWealthy,HomeWealthy,920.3125,-208.6875,920.5,-209.5,
Woodwing Hall,Shalgora,36136,48680,282,119,HomeWealthy,HomeWealthy,282.3125,-118.6875,282.5,-119.5,
The Laughing Muskrat Pub,Wrothgarian Mountains,86184,62120,673,14,Tavern,Tavern,673.3125,-13.6875,673.5,-14.5,
The Fortress of Greensly,Wrothgarian Mountains,86568,62120,676,14,DungeonKeep,DungeonKeep,676.3125,-13.6875,676.5,-14.5,Laboratory
Hearthfield Grange,Wrothgarian Mountains,90280,62120,705,14,HomeFarms,HomeFarms,705.3125,-13.6875,705.5,-14.5,
Hearthfield Grange,Ilessan Hills,37544,54824,293,71,HomeFarms,HomeFarms,293.3125,-70.6875,293.5,-71.5,
The Graves of Buckingford,Wrothgarian Mountains,92456,62120,722,14,Graveyard,Graveyard,722.3125,-13.6875,722.5,-14.5,Cemetery
Charenbury,Wrothgarian Mountains,96408,62104,753,14,TownHamlet,TownHamlet,753.1875,-13.8125,753.5,-14.5,
Ruins of Old Barbyvyra's Farm,Wrothgarian Mountains,99624,62120,778,14,DungeonRuin,DungeonRuin,778.3125,-13.6875,778.5,-14.5,NaturalCave
The Hawking Plantation,Wrothgarian Mountains,100904,62120,788,14,HomeFarms,HomeFarms,788.3125,-13.6875,788.5,-14.5,
The Hawking Plantation,Daggerfall,25512,36520,199,214,HomeFarms,HomeFarms,199.3125,-213.6875,199.5,-214.5,
The Yeomsmith Vaults,Wrothgarian Mountains,103080,62120,805,14,Graveyard,Graveyard,805.3125,-13.6875,805.5,-14.5,Cemetery
The Unfortunate Wolf Hostel,Wrothgarian Mountains,107304,62120,838,14,Tavern,Tavern,838.3125,-13.6875,838.5,-14.5,
The Yeomsmith Farmstead,Wrothgarian Mountains,111656,62120,872,14,HomeFarms,HomeFarms,872.3125,-13.6875,872.5,-14.5,
The Yeomsmith Farmstead,Daggerfall,20008,44712,156,150,HomeFarms,HomeFarms,156.3125,-149.6875,156.5,-150.5,
The Yeomsmith Farmstead,Northmoor,33064,59560,258,34,HomeFarms,HomeFarms,258.3125,-33.6875,258.5,-34.5,
The Yeomsmith Farmstead,Kambria,79400,53544,620,81,HomeFarms,HomeFarms,620.3125,-80.6875,620.5,-81.5,
Castle Wooding,Wrothgarian Mountains,115752,62120,904,14,DungeonKeep,DungeonKeep,904.3125,-13.6875,904.5,-14.5,OrcStronghold
Castle Wooding,Wrothgarian Mountains,115752,62120,904,14,DungeonKeep,DungeonKeep,904.3125,-13.6875,904.5,-14.5,VampireHaunt
Castle Wooding,Wrothgarian Mountains,115752,62120,904,14,DungeonKeep,DungeonKeep,904.3125,-13.6875,904.5,-14.5,Coven
Castle Wooding,Daggerfall,38440,40488,300,183,DungeonKeep,DungeonKeep,300.3125,-182.6875,300.5,-183.5,OrcStronghold
Castle Wooding,Daggerfall,38440,40488,300,183,DungeonKeep,DungeonKeep,300.3125,-182.6875,300.5,-183.5,VampireHaunt
Castle Wooding,Daggerfall,38440,40488,300,183,DungeonKeep,DungeonKeep,300.3125,-182.6875,300.5,-183.5,Coven
Castle Wooding,Ykalon,48296,61736,377,17,DungeonKeep,DungeonKeep,377.3125,-16.6875,377.5,-17.5,OrcStronghold
Castle Wooding,Ykalon,48296,61736,377,17,DungeonKeep,DungeonKeep,377.3125,-16.6875,377.5,-17.5,VampireHaunt
Castle Wooding,Ykalon,48296,61736,377,17,DungeonKeep,DungeonKeep,377.3125,-16.6875,377.5,-17.5,Coven
The Dead Jug Inn,Wrothgarian Mountains,117928,62120,921,14,Tavern,Tavern,921.3125,-13.6875,921.5,-14.5,
The Wicksley Plantation,Wrothgarian Mountains,118440,62120,925,14,HomeFarms,HomeFarms,925.3125,-13.6875,925.5,-14.5,
The Wicksley Plantation,Wayrest,118312,38696,924,197,HomeFarms,HomeFarms,924.3125,-196.6875,924.5,-197.5,
Charencester Garden,Wrothgarian Mountains,125856,62096,983,14,TownHamlet,TownHamlet,983.25,-13.875,983.5,-14.5,
The Beaver and Ogre Hostel,Wrothgarian Mountains,79784,61992,623,15,Tavern,Tavern,623.3125,-14.6875,623.5,-15.5,
The Dispul Hole,Wrothgarian Mountains,80296,61992,627,15,DungeonLabyrinth,DungeonLabyrinth,627.3125,-14.6875,627.5,-15.5,NaturalCave
Mastersley Grange,Wrothgarian Mountains,81320,61992,635,15,HomeFarms,HomeFarms,635.3125,-14.6875,635.5,-15.5,
The Old Moorton Hovel,Wrothgarian Mountains,81960,61992,640,15,HomePoor,HomePoor,640.3125,-14.6875,640.5,-15.5,
The Old Moorton Hovel,Daggerfall,32168,44200,251,154,HomePoor,HomePoor,251.3125,-153.6875,251.5,-154.5,
Ruins of Greenwing Court,Wrothgarian Mountains,84776,61992,662,15,DungeonRuin,DungeonRuin,662.3125,-14.6875,662.5,-15.5,VolcanicCaves
Baeltower,Wrothgarian Mountains,95384,61968,745,15,TownHamlet,TownHamlet,745.1875,-14.875,745.5,-15.5,
The Fortress of Woodham,Wrothgarian Mountains,97192,61992,759,15,DungeonKeep,DungeonKeep,759.3125,-14.6875,759.5,-15.5,Mine
The Buckingsley Farmstead,Wrothgarian Mountains,98472,61992,769,15,HomeFarms,HomeFarms,769.3125,-14.6875,769.5,-15.5,
The Buckingsley Farmstead,Daggerfall,25000,39720,195,189,HomeFarms,HomeFarms,195.3125,-188.6875,195.5,-189.5,
The Buckingsley Farmstead,Anticlere,45736,45352,357,145,HomeFarms,HomeFarms,357.3125,-144.6875,357.5,-145.5,
The Buckingsley Farmstead,Phrygias,59304,58664,463,41,HomeFarms,HomeFarms,463.3125,-40.6875,463.5,-41.5,
The Cave of Balorgon,Wrothgarian Mountains,106792,61992,834,15,DungeonLabyrinth,DungeonLabyrinth,834.3125,-14.6875,834.5,-15.5,VolcanicCaves
Ruins of The Hearthwing Cabin,Wrothgarian Mountains,110888,61992,866,15,DungeonRuin,DungeonRuin,866.3125,-14.6875,866.5,-15.5,SpiderNest
Ruins of Castle Hearthhouse,Wrothgarian Mountains,113192,61992,884,15,DungeonRuin,DungeonRuin,884.3125,-14.6875,884.5,-15.5,Mine
The Masterhart Farmstead,Wrothgarian Mountains,116648,61992,911,15,HomeFarms,HomeFarms,911.3125,-14.6875,911.5,-15.5,
The Masterhart Farmstead,Anticlere,60840,45096,475,147,HomeFarms,HomeFarms,475.3125,-146.6875,475.5,-147.5,
Mastercroft Orchard,Wrothgarian Mountains,119336,61992,932,15,HomeFarms,HomeFarms,932.3125,-14.6875,932.5,-15.5,
Mastercroft Orchard,Urvaius,58152,51624,454,96,HomeFarms,HomeFarms,454.3125,-95.6875,454.5,-96.5,
Burning Oracle of Kynareth,Wrothgarian Mountains,94760,61864,740,16,ReligionTemple,ReligionTemple,740.3125,-15.6875,740.5,-16.5,
Burning Oracle of Kynareth,Daggerfall,24872,40104,194,186,ReligionTemple,ReligionTemple,194.3125,-185.6875,194.5,-186.5,
Ruins of Tower Kingston,Wrothgarian Mountains,103976,61864,812,16,DungeonRuin,DungeonRuin,812.3125,-15.6875,812.5,-16.5,DesecratedTemple
Old Barbyvyra's Shack,Wrothgarian Mountains,104232,61864,814,16,HomePoor,HomePoor,814.3125,-15.6875,814.5,-16.5,
The Ashwing Plantation,Wrothgarian Mountains,106024,61864,828,16,HomeFarms,HomeFarms,828.3125,-15.6875,828.5,-16.5,
The Feather and Dragon Lodge,Wrothgarian Mountains,109224,61864,853,16,Tavern,Tavern,853.3125,-15.6875,853.5,-16.5,
The Feather and Dragon Lodge,Ykalon,47144,62888,368,8,Tavern,Tavern,368.3125,-7.6875,368.5,-8.5,
The Old Wicksley Shack,Wrothgarian Mountains,109736,61864,857,16,HomePoor,HomePoor,857.3125,-15.6875,857.5,-16.5,
Skobith,Wrothgarian Mountains,118696,61864,927,16,DungeonLabyrinth,DungeonLabyrinth,927.3125,-15.6875,927.5,-16.5,OrcStronghold
Chestertry,Wrothgarian Mountains,119584,61856,934,16,TownVillage,TownVillage,934.25,-15.75,934.5,-16.5,
The Mastersmith Vaults,Wrothgarian Mountains,119976,61864,937,16,Graveyard,Graveyard,937.3125,-15.6875,937.5,-16.5,Cemetery
The Mastersmith Vaults,Wrothgarian Mountains,119976,61864,937,16,Graveyard,Graveyard,937.3125,-15.6875,937.5,-16.5,Cemetery
The Mastersmith Vaults,Daggerfall,20648,45096,161,147,Graveyard,Graveyard,161.3125,-146.6875,161.5,-147.5,Cemetery
The Mastersmith Vaults,Daggerfall,20648,45096,161,147,Graveyard,Graveyard,161.3125,-146.6875,161.5,-147.5,Cemetery
Longlech,Wrothgarian Mountains,120224,61864,939,16,TownVillage,TownVillage,939.25,-15.6875,939.5,-16.5,
Longlech,Ykalon,36392,60704,284,25,TownVillage,TownVillage,284.3125,-24.75,284.5,-25.5,
The Buckingsmith Plantation,Wrothgarian Mountains,120616,61864,942,16,HomeFarms,HomeFarms,942.3125,-15.6875,942.5,-16.5,
The Buckingsmith Plantation,Daggerfall,26152,42664,204,166,HomeFarms,HomeFarms,204.3125,-165.6875,204.5,-166.5,
The Buckingsmith Plantation,Orsinium Area,111016,45608,867,143,HomeFarms,HomeFarms,867.3125,-142.6875,867.5,-143.5,
The Buckingsmith Plantation,Glenumbra Moors,10920,53160,85,84,HomeFarms,HomeFarms,85.3125,-83.6875,85.5,-84.5,
Buckingsly Manor,Wrothgarian Mountains,122024,61864,953,16,HomeWealthy,HomeWealthy,953.3125,-15.6875,953.5,-16.5,
Buckingsly Manor,Daggerfall,20520,44200,160,154,HomeWealthy,HomeWealthy,160.3125,-153.6875,160.5,-154.5,
Buckingsly Manor,Glenpoint,21928,51496,171,97,HomeWealthy,HomeWealthy,171.3125,-96.6875,171.5,-97.5,
Buckingsly Manor,Northmoor,27176,62120,212,14,HomeWealthy,HomeWealthy,212.3125,-13.6875,212.5,-14.5,
Buckingsly Manor,Bhoraine,77992,48808,609,118,HomeWealthy,HomeWealthy,609.3125,-117.6875,609.5,-118.5,
Buckingsly Manor,Ykalon,53544,62760,418,9,HomeWealthy,HomeWealthy,418.3125,-8.6875,418.5,-9.5,
The Queen's Woodchuck Lodge,Wrothgarian Mountains,78376,61736,612,17,Tavern,Tavern,612.3125,-16.6875,612.5,-17.5,
The Lair of Daglath,Wrothgarian Mountains,81192,61736,634,17,DungeonLabyrinth,DungeonLabyrinth,634.3125,-16.6875,634.5,-17.5,SpiderNest
Ruins of Old Evelorya's Shack,Wrothgarian Mountains,93736,61736,732,17,DungeonRuin,DungeonRuin,732.3125,-16.6875,732.5,-17.5,VampireHaunt
The Fortress of Masterton,Wrothgarian Mountains,94504,61736,738,17,DungeonKeep,DungeonKeep,738.3125,-16.6875,738.5,-17.5,Mine
Hawkhart Grange,Wrothgarian Mountains,96424,61736,753,17,HomeFarms,HomeFarms,753.3125,-16.6875,753.5,-17.5,
Hawkhart Grange,Glenumbra Moors,14760,55848,115,63,HomeFarms,HomeFarms,115.3125,-62.6875,115.5,-63.5,
Hawkhart Grange,Ilessan Hills,36904,56744,288,56,HomeFarms,HomeFarms,288.3125,-55.6875,288.5,-56.5,
Lamwich,Wrothgarian Mountains,96800,61720,756,17,TownHamlet,TownHamlet,756.25,-16.8125,756.5,-17.5,
Lampath,Wrothgarian Mountains,99488,61728,777,17,TownVillage,TownVillage,777.25,-16.75,777.5,-17.5,
Blacklech,Wrothgarian Mountains,101016,61728,789,17,TownHamlet,TownHamlet,789.1875,-16.75,789.5,-17.5,
Castle Moorton,Wrothgarian Mountains,101800,61736,795,17,DungeonKeep,DungeonKeep,795.3125,-16.6875,795.5,-17.5,Mine
The Lucky Scorpion Pub,Wrothgarian Mountains,105512,61736,824,17,Tavern,Tavern,824.3125,-16.6875,824.5,-17.5,
Ruins of Tower Masterhart,Wrothgarian Mountains,110120,61736,860,17,DungeonRuin,DungeonRuin,860.3125,-16.6875,860.5,-17.5,Coven
The Dunore Tunnel,Wrothgarian Mountains,113320,61736,885,17,DungeonLabyrinth,DungeonLabyrinth,885.3125,-16.6875,885.5,-17.5,Mine
The Old Kingcroft Shack,Wrothgarian Mountains,117032,61736,914,17,HomePoor,HomePoor,914.3125,-16.6875,914.5,-17.5,
The Old Kingcroft Shack,Glenpoint,20264,51880,158,94,HomePoor,HomePoor,158.3125,-93.6875,158.5,-94.5,
The Old Wickhouse Shack,Wrothgarian Mountains,118184,61736,923,17,HomePoor,HomePoor,923.3125,-16.6875,923.5,-17.5,
The Hawkwing Farmstead,Wrothgarian Mountains,121256,61736,947,17,HomeFarms,HomeFarms,947.3125,-16.6875,947.5,-17.5,
The Hawkwing Farmstead,Betony,14760,29352,115,270,HomeFarms,HomeFarms,115.3125,-269.6875,115.5,-270.5,
The Hawkwing Farmstead,Anticlere,51240,42920,400,164,HomeFarms,HomeFarms,400.3125,-163.6875,400.5,-164.5,
The Hawkwing Farmstead,Bhoraine,81192,51240,634,99,HomeFarms,HomeFarms,634.3125,-98.6875,634.5,-99.5,
Oxmont,Wrothgarian Mountains,80672,61608,630,18,TownVillage,TownVillage,630.25,-17.6875,630.5,-18.5,
The Quarry of Dunistair,Wrothgarian Mountains,82600,61608,645,18,DungeonLabyrinth,DungeonLabyrinth,645.3125,-17.6875,645.5,-18.5,Mine
The Savage Dog Tavern,Wrothgarian Mountains,103208,61608,806,18,Tavern,Tavern,806.3125,-17.6875,806.5,-18.5,
Old Lysona's Place,Wrothgarian Mountains,106664,61608,833,18,HomePoor,HomePoor,833.3125,-17.6875,833.5,-18.5,
Old Lysyna's Farm,Wrothgarian Mountains,113064,61608,883,18,HomeFarms,HomeFarms,883.3125,-17.6875,883.5,-18.5,
Old Lysyna's Farm,Koegria,91432,52904,714,86,HomeFarms,HomeFarms,714.3125,-85.6875,714.5,-86.5,
THe Crypts of Moorham,Wrothgarian Mountains,126504,61608,988,18,Graveyard,Graveyard,988.3125,-17.6875,988.5,-18.5,Cemetery
Crossley,Wrothgarian Mountains,81168,61464,634,19,TownHamlet,TownHamlet,634.125,-18.8125,634.5,-19.5,
Gripbith,Wrothgarian Mountains,81576,61480,637,19,DungeonLabyrinth,DungeonLabyrinth,637.3125,-18.6875,637.5,-19.5,OrcStronghold
The Copperhart Cemetery,Wrothgarian Mountains,83112,61480,649,19,Graveyard,Graveyard,649.3125,-18.6875,649.5,-19.5,Cemetery
Old Elyrrya's Shack,Wrothgarian Mountains,86568,61480,676,19,HomePoor,HomePoor,676.3125,-18.6875,676.5,-19.5,
The Screaming Wolf Tavern,Wrothgarian Mountains,88616,61480,692,19,Tavern,Tavern,692.3125,-18.6875,692.5,-19.5,
Dagthoth,Wrothgarian Mountains,92456,61480,722,19,DungeonLabyrinth,DungeonLabyrinth,722.3125,-18.6875,722.5,-19.5,OrcStronghold
Ruins of The Kington Cabin,Wrothgarian Mountains,94120,61480,735,19,DungeonRuin,DungeonRuin,735.3125,-18.6875,735.5,-19.5,VampireHaunt
Ruins of The Ashston Farmstead,Wrothgarian Mountains,105896,61480,827,19,DungeonRuin,DungeonRuin,827.3125,-18.6875,827.5,-19.5,NaturalCave
Ruins of Hawking Palace,Wrothgarian Mountains,112040,61480,875,19,DungeonRuin,DungeonRuin,875.3125,-18.6875,875.5,-19.5,Mine
The Hearthcroft Graveyard,Wrothgarian Mountains,114728,61480,896,19,Graveyard,Graveyard,896.3125,-18.6875,896.5,-19.5,Cemetery
The Hearthcroft Graveyard,Wrothgarian Mountains,114728,61480,896,19,Graveyard,Graveyard,896.3125,-18.6875,896.5,-19.5,Cemetery
The Hearthcroft Graveyard,Ykalon,39336,62504,307,11,Graveyard,Graveyard,307.3125,-10.6875,307.5,-11.5,Cemetery
The Hearthcroft Graveyard,Ykalon,39336,62504,307,11,Graveyard,Graveyard,307.3125,-10.6875,307.5,-11.5,Cemetery
The Greenwing Vaults,Wrothgarian Mountains,116008,61480,906,19,Graveyard,Graveyard,906.3125,-18.6875,906.5,-19.5,Cemetery
The Moorsmith Graveyard,Wrothgarian Mountains,116520,61480,910,19,Graveyard,Graveyard,910.3125,-18.6875,910.5,-19.5,Cemetery
The Moorsmith Graveyard,Wrothgarian Mountains,116520,61480,910,19,Graveyard,Graveyard,910.3125,-18.6875,910.5,-19.5,Cemetery
The Moorsmith Graveyard,Glenpoint,24360,48552,190,120,Graveyard,Graveyard,190.3125,-119.6875,190.5,-120.5,Cemetery
The Moorsmith Graveyard,Glenpoint,24360,48552,190,120,Graveyard,Graveyard,190.3125,-119.6875,190.5,-120.5,Cemetery
The Hawkston Graveyard,Wrothgarian Mountains,117544,61480,918,19,Graveyard,Graveyard,918.3125,-18.6875,918.5,-19.5,Cemetery
Castle Gaerfield,Wrothgarian Mountains,118184,61480,923,19,DungeonKeep,DungeonKeep,923.3125,-18.6875,923.5,-19.5,OrcStronghold
Old Carolausa's Hovel,Wrothgarian Mountains,118952,61480,929,19,HomePoor,HomePoor,929.3125,-18.6875,929.5,-19.5,
Old Carolausa's Hovel,Wrothgarian Mountains,126248,53928,986,78,HomePoor,HomePoor,986.3125,-77.6875,986.5,-78.5,
Old Carolausa's Hovel,Wrothgarian Mountains,120872,51240,944,99,HomePoor,HomePoor,944.3125,-98.6875,944.5,-99.5,
The Cave of Jubexa,Wrothgarian Mountains,120616,61480,942,19,DungeonLabyrinth,DungeonLabyrinth,942.3125,-18.6875,942.5,-19.5,NaturalCave
Ruins of The Hold of Wicking,Wrothgarian Mountains,122280,61480,955,19,DungeonRuin,DungeonRuin,955.3125,-18.6875,955.5,-19.5,NaturalCave
Ruins of Tower Buckingford,Wrothgarian Mountains,125608,61480,981,19,DungeonRuin,DungeonRuin,981.3125,-18.6875,981.5,-19.5,OrcStronghold
Ruins of Tower Buckingford,Wrothgarian Mountains,125608,61480,981,19,DungeonRuin,DungeonRuin,981.3125,-18.6875,981.5,-19.5,VampireHaunt
Ruins of Tower Buckingford,Glenpoint,21800,45480,170,144,DungeonRuin,DungeonRuin,170.3125,-143.6875,170.5,-144.5,OrcStronghold
